,0,1
0,23.451863452635095,-48.1808159643166
1,45.66048661204785,-98.12490425738257
2,21.93023015279444,-80.37730271158784
3,4.394673207048854,-62.69121470231667
4,-4.875369394265526,-112.22239131715828
5,-53.99725922542534,-63.04620949687702
6,-8.77923526608079,-109.24860244464301
7,-15.379415476104725,-93.65348313866333
8,-44.528475555210996,-47.247999306830984
9,-57.027528507660286,-22.633981914191434
10,-49.72824408491936,25.381573585947457
11,-13.355927153316145,24.577702421317856
12,16.506069582899247,59.88528419537816
13,-2.405374939423508,65.77187816937095
14,42.370005696097124,113.78361228792839
15,88.60180290870375,147.16914724158886
16,113.4230878595428,100.63969179245234
17,69.6021577465471,109.54170545378436
18,62.95663490789062,106.3115649276697
19,79.10039774993578,81.40129426104113
20,50.677199060782165,47.84305597506687
21,61.038722791082094,94.93864058936472
22,80.93158396305034,122.42043836299553
23,112.3325141890471,159.88924024348438
24,76.49204346720946,148.25442868702766
25,73.88821733974635,103.68908424532586
26,81.01018878183395,68.87812387939191
27,33.1780738239066,46.59243310489605
28,15.800609638402655,49.498071470574025
29,3.0310099494811773,43.40213354680579
30,50.52931816835539,78.11231208745015
31,63.74345570995871,77.60591919700313
32,43.94507403480573,120.49864809823347
33,91.33893295632866,170.66419798279458
34,90.55393142263894,132.75186024821863
35,122.69304664993257,106.92314924946757
36,88.27392475630978,134.95645281633307
37,38.8305861755867,156.30007535628474
38,-2.0977792813981395,198.2262087530423
39,35.170045234889976,216.59037744183206
40,15.849834231695244,203.55481648562375
41,58.24294408897299,207.24533441176766
42,26.01055058456906,229.03498173662783
43,19.595103240051984,270.7997327418436
44,7.98241166783891,319.7609175640282
45,-35.101440863731504,290.94434951105444
46,-36.20700768562508,336.93521867937847
47,-68.03944743219876,320.6889652339303
48,-60.43184977295848,364.2150239725639
49,-12.560007622406346,405.69550430870197
50,-6.510730461272315,379.1119072332166
51,40.17214068057062,342.6105561503703
52,77.44035833861221,379.6647696755065
53,78.69815155152074,403.15704479748143
54,46.6727493957998,450.1236057355261
55,35.59281979594893,478.42035887830195
56,5.661150804177733,527.1953612818662
57,44.05294013823655,479.9366752450701
58,55.69755867376156,443.2875977180456
59,11.39917994429117,413.4683775048205
60,56.41533400984566,390.2061882730544
61,51.235797939334326,421.835064511403
62,98.073584492283,391.3359740205672
63,87.22145143551286,433.21487378299724
64,48.48365348403993,445.8500149805891
65,85.65869277402535,433.9213560060373
66,36.40924666073144,462.7773876850764
67,17.153505258517786,415.1657155021566
68,5.375835943838915,390.647913509227
69,-7.881140153515829,398.46679852606945
70,1.0136154658269367,440.0255547720728
71,9.859332430944646,481.1611914514262
72,-16.071418471009046,474.23692982185503
73,-19.012491890811088,432.6549945246414
74,-0.9780418153955139,441.5696849061168
75,28.076754809213664,427.26147565708123
76,45.04189041373393,380.3445456457564
77,83.97935281624534,416.17361924521344
78,79.02159401871907,399.06675390480996
79,110.63075833967412,426.5374365241965
80,62.55133946435472,411.79460924656917
81,87.25040123747624,380.5471037672453
82,113.4523730705234,411.53779572680975
83,64.46298196955345,385.02893717746764
84,112.34587785686699,365.00493878118607
85,117.90555982095906,350.92394507239766
86,93.17884081200916,320.36778662104524
87,48.86668624561811,317.1124536963964
88,39.258412926250585,324.6609780010059
89,71.16483225595564,322.6935628912404
90,120.96806739664757,334.5265028988257
91,130.68205098916008,367.237941622178
92,168.5224862967494,413.76678127073353
93,167.99306856420623,406.87167897733747
94,153.17243894464312,447.78093940726353
95,180.0783250320103,471.72963897567365
96,147.94884547985876,520.5840618995796
97,154.38995912558423,569.7744170005406
98,105.6848860219053,611.5426933557147
99,93.50035656204281,596.829885205767
100,66.8902891846784,567.4047678031964
101,32.463267430143,550.8420219021411
102,34.09389153080622,584.9219129403434
103,14.911277090393984,616.554991934637
104,28.43250937041438,615.4765379196077
105,75.55144083034146,588.96608617714
106,57.61851621237351,546.4709236044553
107,37.724355106811636,585.7257620573735
108,76.33147034798745,558.8617963064573
109,98.73894777544828,594.5429260673939
110,80.38881780815498,568.7309496184521
111,60.27882205263654,573.958840838921
112,96.40289681959774,524.7797638865741
113,134.93398194231858,544.9807219884307
114,176.28866579052274,577.2996739704287
115,221.7896868733562,546.4201087555936
116,251.43385497891438,586.9770141098014
117,283.94107225306925,561.2009680347148
118,267.9049642415275,560.1841349994439
119,255.34001187296482,550.1123239827326
120,237.07385642727888,554.7004049348615
121,248.84413430449908,565.8456043973695
122,264.419745117476,573.6189692999
123,281.9725157985386,579.3200073321418
124,257.46651222048354,628.5878805694682
125,293.68748898590627,651.4528240075796
126,276.2804163666846,684.1391192804483
127,305.40536722149636,720.5430540268712
128,282.00111204477275,728.029785698151
129,253.8281397773238,748.3853547402612
130,233.3854229223502,771.5307343019225
131,262.86560412068866,754.3376951484959
132,301.9439232859205,801.314989581501
133,330.51315710404344,830.4120634771843
134,357.86119338496144,841.6245607538826
135,363.55927350762244,853.5314880536498
136,320.1397444089989,878.4832751696933
137,282.5558261684464,848.5479235754204
138,286.56560052342087,852.127616439754
139,314.7082427655283,803.2707953845253
140,318.0278545970957,821.1939575602082
141,284.4196654757214,840.8512264353825
142,304.37059504229256,888.6571429361268
143,284.1282131232315,920.1579392071139
144,329.7674733961583,913.543293018683
145,297.93658879625406,914.6302984322438
146,339.96125806165895,946.9091502459224
147,377.2988934880113,924.7579035299439
148,426.43397038175107,894.235727594256
149,408.5502323365919,876.2481589786148
150,445.4208426753264,904.2337889491292
151,482.4530859636716,873.2164244580416
152,454.07900215654854,862.0843194035938
153,456.4988610252946,874.3210272159597
154,485.2366021779245,861.5162422584892
155,522.0462186615525,882.2341341245074
156,519.0942279328767,891.7538237360651
157,474.1748073633861,854.6032538512611
158,431.3158793693967,830.3187473455586
159,407.8618478641246,799.8978692062957
160,366.13840268278693,828.959849738877
161,388.0588850392679,819.4109961076655
162,384.5655170583875,828.6578322926337
163,411.79250452803706,832.3163932387411
164,385.5782069163589,850.9921592445938
165,340.5868018821346,836.939092633382
166,326.7471655315022,840.7748676103657
167,329.0723030471709,806.2232832068566
168,299.9281035938051,810.8474109936004
169,268.46287001796327,808.6020138091602
170,226.22221502986906,796.5153905019928
171,189.9466395491324,756.439924697412
172,231.9325436633462,743.4211663052452
173,199.03942693377743,792.4958398210919
174,168.03133502658767,775.0277974084443
175,202.52328503195344,791.7499479715427
176,161.8702968267942,752.9161182547932
177,132.89422944802936,724.4224405000182
178,158.61173224880835,764.8756020991523
179,113.4364511550362,734.5122376874751
