,a,b
0,3.9859228174276367,-4.4215707389913215
1,3.5180150745267946,-4.850955548517252
2,4.496324135439192,-4.778876752286345
3,3.8250806672089257,-4.480444339970276
4,3.33624496004694,-5.410798929648078
5,2.670046584475581,-6.39493347178986
6,2.2119825261788177,-5.626341479472398
7,1.237692730800989,-5.763653256703127
8,0.7760788671636294,-6.043735502443457
9,1.191807016663602,-6.628645191460481
10,1.2151004653873736,-6.1634231052965465
11,1.6835952063848816,-5.614010380477468
12,2.6291866950007536,-6.243760051022458
13,2.8053687705792845,-6.103366440536787
14,2.9142244818916674,-5.207776501002367
15,2.821364207867078,-4.209878096886586
16,2.804825523528411,-4.501947989562387
17,3.0958415621741078,-5.45554678974488
18,3.6439380782996773,-5.516422159333665
19,3.351899806119148,-5.892155872179273
20,2.69330158258124,-5.936106741466706
21,2.0738712455858863,-6.591863893070569
22,2.9433054541555697,-6.99419812276331
23,2.48510064557502,-6.069468049917877
24,2.204712376216298,-5.800367739089164
25,1.2204699521897937,-5.93836928414385
26,1.0775691838965085,-5.754311697617044
27,1.1525623638434408,-5.3873405812978845
28,0.3591193916516703,-5.444876782046707
29,0.729511171241214,-5.0860916704986
30,-0.15057015554346398,-5.877500764003934
31,0.35294417051509397,-6.180971269107719
32,0.005543987007648354,-7.157702864933646
33,-0.7598534476356835,-7.6748232601717765
34,-0.9613907877822656,-8.40959165438286
35,-0.20621223883730389,-7.7002558739930285
36,0.7261114540874227,-8.362026823430506
37,-0.16633902979986914,-7.9615558471425
38,0.24834366249831363,-6.973899657988614
39,-0.31296157640365563,-7.6222181622806655
40,-0.14737879959555267,-7.324264015972755
41,-1.0964004937877443,-7.082749295754955
42,-1.4930301962311208,-6.531533466301379
43,-0.5073025709041057,-7.004418682182725
44,-0.45966742509216063,-6.753238841507674
45,-0.25862157589252943,-6.127505884543828
46,-1.1411542778374735,-6.145048249113421
47,-1.274416566026905,-6.678444220520644
48,-1.4837294710785747,-6.684585384262719
49,-2.2103239207355436,-7.557580845838346
50,-2.051543233023197,-7.163854722980237
51,-1.1276573483951993,-7.931861129281275
52,-0.9591220034564005,-8.537295288223902
53,-1.6774564340973597,-9.484098547558077
54,-2.2896001668249224,-10.358461440102225
55,-2.052081008762412,-10.847407975682303
56,-2.8242949119127223,-10.717465910490494
57,-2.3856024820088453,-11.46999619779505
58,-3.169707807233482,-10.97513355654205
59,-2.7634469911962873,-11.893340967413192
60,-2.7603197019813344,-11.015054872037327
61,-2.7286403250758147,-10.338048808698149
62,-1.7334256411580524,-11.000893996598261
63,-0.8441824785636792,-11.695570894294647
64,-0.7755365616991889,-10.70837764548783
65,0.22371065606267293,-10.11585110063067
66,0.44232216484980436,-9.40392579797885
67,-0.42388916665534404,-9.313502746478783
68,-0.20976571397814392,-9.816203399930563
69,0.12879466027179975,-9.231579712441633
70,-0.8054116747107103,-9.356708920842511
71,-0.06345051139088698,-9.636108424346999
72,-0.6085937468648358,-8.656321052725298
73,-0.4581142895300966,-9.437920321514891
74,0.16240071540784518,-9.480479169954252
75,0.8540130736381149,-9.668756340847807
76,1.0501180889314297,-10.623626608830127
77,1.286089221917945,-10.95878382737109
78,0.9732391459416515,-10.485387108893972
79,1.9140002186422294,-10.829296609967235
80,1.2975025066961394,-10.176748501861873
81,1.0072518794712628,-10.315351888085635
82,1.2923100286052207,-10.19254252788129
83,2.1169378909492838,-10.997154331789297
84,1.711700105055578,-11.205588581529318
85,1.485594495045064,-10.436801005675974
86,1.7458556323193377,-11.321406075073055
87,1.0082141968918175,-12.287947770016258
88,1.8647071565388373,-12.540235388796882
89,2.0098679637934884,-12.887725375454666
90,1.571037106072628,-13.606094547261524
91,2.2752668076958456,-14.025365394475363
92,2.981071318336668,-13.683911904255863
93,3.784892972398649,-14.604804128578564
94,4.209499392573082,-14.612232217078198
95,5.175869183192829,-14.648088512351002
96,5.264111299809137,-14.282866112384612
97,5.7800200219409685,-13.73506750536496
98,5.406452080272116,-13.296386228490272
99,6.072503740155437,-12.988878985934717
100,8.865690001903538,-9.638558634661017
101,7.965307637481497,-10.15097191502726
102,7.776252550469882,-10.234385831974448
103,8.527067152723543,-11.156746932977667
104,9.329332518480001,-11.927346583524406
105,9.388992572185938,-11.408489754606254
106,8.62859728275486,-10.800241184382111
107,7.876459651646661,-11.460704647899178
108,6.89952143636796,-11.568120280361569
109,7.87410587053124,-11.87334408198295
110,6.908287027894032,-12.383979432347841
111,6.832363945386068,-12.757387560796154
112,6.3960548489818825,-12.061617478146605
113,6.270290288009547,-12.616135790520216
114,6.477945063704988,-13.20272268809592
115,6.062317934696951,-13.97667819357656
116,5.4046766186835145,-13.066960804386628
117,5.055128426938215,-13.70340325821366
118,5.48990237787676,-13.910522862030202
119,6.481862388429085,-13.89090653770465
120,5.525557486942937,-14.232586273118727
121,6.158567009406761,-13.920680940113918
122,5.699375328000858,-14.340953445106
123,6.381998835496151,-13.548805520842688
124,5.9367938150820985,-12.788009520810439
125,5.906828113738763,-12.172139132672914
126,4.994999492661452,-12.756305075059693
127,4.611777915424402,-12.019577503701225
128,4.095628994030722,-11.931573400128064
129,4.764882000450914,-12.233552976015533
130,4.047304180301466,-12.473590164608895
131,4.989810906152648,-11.612437984990486
132,5.084854852762261,-11.684911107605997
133,5.4203224091240045,-10.921292081821367
