,a,b
0,-29.909661206279722,-35.714579453944914
1,-29.43550026407813,-34.81532006211145
2,-28.89251470438793,-34.83047853151976
3,-28.43469227874729,-34.67318934459109
4,-28.644277322607756,-34.306781899175945
5,-28.039753513734304,-34.70080528484859
6,-28.144735917442294,-35.57613662740755
7,-27.65359891254825,-34.66442659175486
8,-27.11614739386973,-33.790498734607766
9,-27.157000703819705,-34.28763097883183
10,-28.06743305255491,-34.47227160099678
11,-27.850419416907613,-34.768103410583926
12,-27.15787006987081,-33.92308985358874
13,-28.135727865325343,-34.9096094904275
14,-29.093434392405292,-35.56728781552666
15,-29.63249982272145,-35.94931796677468
16,-29.939656992759637,-36.834098019043694
17,-29.479847046902833,-37.30748745319264
18,-28.863459971385296,-36.674035507401754
19,-28.186976725889085,-36.547783787907406
20,-27.617848601270197,-36.658832161997694
21,-26.706757770584712,-36.13738876794327
22,-25.981311702913498,-36.75452726284935
23,-26.602219916840035,-36.70082764323863
24,-26.312038487438997,-37.37702258367352
25,-25.467055808628764,-38.146707943725765
26,-25.37815065362158,-37.754828865175824
27,-25.617848255671483,-38.48662980891683
28,-24.817475584329582,-38.59859500066692
29,-24.772431471372613,-39.227855706763265
30,-24.8303141824056,-38.43785465065559
31,-25.710564610723615,-38.50599658616257
32,-24.858974150891793,-38.37785761257155
33,-25.48515557300499,-38.06716878466689
34,-24.994148961241837,-37.61426769003476
35,-24.654578538207417,-37.83789524003571
36,-24.856873173337807,-37.219542110984314
37,-25.376615561445544,-38.08318391172889
38,-24.54869483677581,-38.655385967222365
39,-23.93349490020928,-37.77028010234603
40,-23.287469700532554,-37.3588282787922
41,-22.334301566198974,-37.859984852818776
42,-22.081122309095893,-37.12205504197878
43,-22.014134844403376,-36.811640306489274
44,-22.927168772967754,-36.18040359538436
45,-22.00726659436043,-36.460933875117924
46,-21.780497380983466,-36.17251261286835
47,-21.378517123977378,-37.11342011302728
48,-21.100970572807064,-37.83391461195211
49,-21.546909348872568,-38.67740052999482
50,-22.077363091377137,-39.55711199553659
51,-21.665539453379644,-40.42468555750404
52,-21.80621875285014,-40.37564535827693
53,-21.7827959905134,-41.34990099903565
54,-21.583103598906447,-40.6286453032478
55,-22.09565633302565,-40.4129606184192
56,-22.26159339056503,-39.69084026205445
57,-22.020729344799975,-40.61648853358073
58,-21.569812587388977,-39.63177830148798
59,-22.19454533198778,-39.48146663187182
60,-21.49434024677349,-38.9723430934353
61,-22.137370335440636,-38.99005497557475
62,-21.754419655529873,-38.486442211287645
63,-22.341488491752294,-37.67186608100829
64,-23.22415962250901,-36.88973585084493
65,-23.363632012862947,-36.438857704515954
66,-24.07121852809743,-36.59681722530768
67,-24.614686741415404,-35.63907402435412
68,-24.213247757870604,-35.49513211647341
69,-23.48664033890885,-34.7368760514968
70,-22.52255959651173,-35.72311797605159
71,-21.994948546172182,-35.654879707661735
72,-22.79849760945628,-35.0911519712507
73,-22.947234219489545,-35.204432338404814
74,-23.218198185410767,-35.439746289206596
75,-23.590981002698012,-36.18076762365552
76,-24.047252008823218,-36.28509484997281
77,-24.261009089548462,-36.673290589599894
78,-23.60830360007002,-37.20053926621623
79,-23.04902831957494,-36.554636449229044
80,-23.295354323486187,-37.34963910625663
81,-23.673850347599114,-38.11966992098543
