,a,b
0,-26.959604817960063,-32.140102282751634
1,-26.48544387575847,-31.240842890918167
2,-25.942458316068272,-31.25600136032648
3,-25.48463589042763,-31.098712173397807
4,-25.694220934288097,-30.73230472798267
5,-25.089697125414645,-31.126328113655312
6,-25.194679529122634,-32.00165945621427
7,-24.70354252422859,-31.089949420561585
8,-24.166091005550072,-30.21602156341449
9,-24.206944315500046,-30.713153807638548
10,-25.117376664235252,-30.8977944298035
11,-24.900363028587954,-31.193626239390653
12,-24.20781368155115,-30.34861268239547
13,-25.185671477005684,-31.335132319234223
14,-26.143378004085633,-31.99281064433339
15,-26.68244343440179,-32.374840795581406
16,-26.98960060443998,-33.25962084785042
17,-26.529790658583174,-33.73301028199937
18,-25.913403583065637,-33.09955833620848
19,-25.236920337569426,-32.97330661671413
20,-24.667792212950538,-33.08435499080442
21,-23.756701382265053,-32.56291159675
22,-23.03125531459384,-33.18005009165608
23,-23.652163528520376,-33.12635047204536
24,-23.361982099119338,-33.80254541248025
25,-22.516999420309105,-34.57223077253249
26,-22.428094265301922,-34.18035169398255
27,-22.667791867351823,-34.91215263772356
28,-21.867419196009923,-35.024117829473646
29,-21.822375083052954,-35.65337853556999
30,-21.880257794085942,-34.863377479462315
31,-22.760508222403956,-34.931519414969294
32,-21.908917762572134,-34.80338044137828
33,-22.535099184685333,-34.49269161347362
34,-22.044092572922178,-34.039790518841485
35,-21.704522149887758,-34.26341806884244
36,-21.906816785018147,-33.64506493979105
37,-22.426559173125884,-34.50870674053562
38,-21.59863844845615,-35.0809087960291
39,-20.98343851188962,-34.19580293115276
40,-20.337413312212895,-33.78435110759894
41,-19.384245177879315,-34.28550768162551
42,-19.131065920776233,-33.54757787078552
43,-19.064078456083717,-33.23716313529601
44,-19.977112384648095,-32.6059264241911
45,-19.05721020604077,-32.88645670392466
46,-18.830440992663807,-32.59803544167509
47,-18.42846073565772,-33.538942941834016
48,-18.150914184487405,-34.259437440758845
49,-18.59685296055291,-35.102923358801554
50,-19.127306703057478,-35.98263482434332
51,-18.715483065059985,-36.850208386310776
52,-18.85616236453048,-36.80116818708366
53,-18.83273960219374,-37.77542382784238
54,-18.63304721058679,-37.054168132054535
55,-19.145599944705992,-36.83848344722593
56,-19.31153700224537,-36.116363090861185
57,-19.070672956480315,-37.04201136238746
58,-18.619756199069318,-36.05730113029471
59,-19.24448894366812,-35.90698946067855
60,-18.54428385845383,-35.39786592224203
61,-19.187313947120977,-35.415577804381485
62,-18.804363267210213,-34.91196504009438
63,-19.391432103432635,-34.097388909815024
64,-20.27410323418935,-33.31525867965166
65,-20.413575624543288,-32.86438053332269
66,-21.12116213977777,-33.022340054114416
67,-21.664630353095745,-32.06459685316086
68,-21.263191369550945,-31.92065494528014
69,-20.53658395058919,-31.162398880303535
70,-19.57250320819207,-32.148640804858324
71,-19.044892157852523,-32.08040253646847
72,-19.84844122113662,-31.516674800057437
73,-19.997177831169886,-31.62995516721155
74,-20.268141797091108,-31.86526911801333
75,-20.640924614378353,-32.606290452462254
76,-21.09719562050356,-32.71061767877954
77,-21.310952701228803,-33.09881341840663
78,-20.65824721175036,-33.62606209502297
79,-20.09897193125528,-32.98015927803578
80,-20.345297935166528,-33.775161935063366
81,-20.723793959279455,-34.545192749792164
82,-20.362321333197098,-33.90330965371018
83,-19.912450478848466,-34.54976077805014
84,-19.941346878723127,-35.13982983878519
85,-19.32447021653571,-34.38616373468507
86,-18.86317705920911,-35.381170605231944
87,-19.40600801208696,-35.81531927706607
88,-20.262162616696948,-35.8172732869261
89,-20.401604552782363,-35.007527964547975
90,-19.89783557304304,-35.031696758708954
91,-19.234385470177454,-35.21450833394741
92,-18.26772442808428,-35.46997759891514
93,-17.672795995389972,-34.62934556834958
94,-17.286973015475983,-34.21044948930712
95,-16.527091720255427,-33.87047476790059
96,-16.18708836948316,-33.555024304221824
97,-16.469267318924306,-34.13277364811388
98,-17.002787788167122,-34.96336943706966
99,-16.826944694405984,-34.008611803042974
100,-17.204383303326278,-33.3622570836635
101,-16.37720953620481,-33.862724770049226
102,-16.55502276724806,-33.50119284285668
103,-15.642308434109435,-34.00248277522884
104,-15.659694426913104,-33.62477078951892
105,-15.104190549396423,-33.241005967841176
106,-14.255044162749549,-32.288318114752705
107,-14.98372005082922,-31.650591153534762
108,-15.211336436446167,-32.64434859725339
109,-14.613893901972187,-31.900167070040474
110,-15.041578101842964,-31.753668436157078
111,-15.449220441259131,-30.806655924695814
112,-14.54877549972455,-30.32431607511222
113,-15.271820763452583,-30.90945374334777
114,-15.9517673693275,-30.762029162154647
115,-16.399323533311513,-29.81045129088266
116,-17.329092431254832,-30.758321544700546
117,-16.762697056784553,-29.983670465177777
118,-16.465824909876986,-29.15237745396829
