,a,b
0,-13.1996485454867,-15.467658404284228
1,-12.725487603285105,-14.568399012450762
2,-12.182502043594907,-14.583557481859074
3,-11.724679617954266,-14.426268294930404
4,-11.934264661814735,-14.059860849515266
5,-11.329740852941281,-14.45388423518791
6,-11.434723256649272,-15.32921557774687
7,-10.943586251755232,-14.417505542094183
8,-10.406134733076712,-13.543577684947088
9,-10.446988043026685,-14.040709929171147
10,-11.357420391761892,-14.225350551336097
11,-11.140406756114594,-14.521182360923248
12,-10.447857409077791,-13.676168803928066
13,-11.425715204532326,-14.662688440766821
14,-12.383421731612273,-15.320366765865986
15,-12.92248716192843,-15.702396917114
16,-13.22964433196662,-16.587176969383012
17,-12.769834386109816,-17.060566403531965
18,-12.153447310592279,-16.427114457741073
19,-11.47696406509607,-16.300862738246725
20,-10.907835940477183,-16.41191111233701
21,-9.996745109791698,-15.890467718282588
22,-9.271299042120484,-16.507606213188666
23,-9.892207256047021,-16.453906593577944
24,-9.602025826645983,-17.130101534012837
25,-8.75704314783575,-17.89978689406508
26,-8.668137992828568,-17.507907815515136
27,-8.907835594878467,-18.239708759256143
28,-8.107462923536566,-18.351673951006227
29,-8.062418810579597,-18.980934657102573
30,-8.120301521612587,-18.190933600994896
31,-9.000551949930603,-18.25907553650188
32,-8.148961490098781,-18.13093656291087
33,-8.77514291221198,-17.820247735006205
34,-8.284136300448827,-17.367346640374077
35,-7.944565877414406,-17.59097419037503
36,-8.146860512544794,-16.972621061323636
37,-8.666602900652531,-17.83626286206821
38,-7.838682175982796,-18.408464917561687
39,-7.223482239416265,-17.523359052685354
40,-6.5774570397395395,-17.111907229131525
41,-5.624288905405959,-17.6130638031581
42,-5.3711096483028795,-16.8751339923181
43,-5.304122183610362,-16.56471925682859
44,-6.21715611217474,-15.933482545723676
45,-5.2972539335674185,-16.21401282545724
46,-5.0704847201904535,-15.925591563207668
47,-4.668504463184365,-16.866499063366593
48,-4.390957912014052,-17.586993562291422
49,-4.8368966880795545,-18.43047948033413
50,-5.367350430584122,-19.3101909458759
51,-4.955526792586627,-20.17776450784335
52,-5.096206092057123,-20.128724308616235
53,-5.0727833297203855,-21.102979949374955
54,-4.873090938113435,-20.38172425358711
55,-5.3856436722326375,-20.16603956875851
56,-5.551580729772014,-19.443919212393762
57,-5.310716684006958,-20.36956748392004
58,-4.859799926595959,-19.38485725182729
59,-5.484532671194762,-19.234545582211133
60,-4.784327585980474,-18.725422043774614
61,-5.427357674647618,-18.743133925914066
62,-5.044406994736857,-18.239521161626964
63,-5.631475830959278,-17.424945031347605
64,-6.514146961715994,-16.642814801184244
65,-6.65361935206993,-16.191936654855272
66,-7.361205867304412,-16.349896175646997
67,-7.904674080622387,-15.392152974693438
68,-7.503235097077588,-15.24821106681272
69,-6.7766276781158306,-14.489955001836114
70,-5.8125469357187125,-15.476196926390902
71,-5.284935885379164,-15.407958658001045
72,-6.088484948663261,-14.844230921590013
73,-6.237221558696526,-14.957511288744124
74,-6.508185524617748,-15.192825239545908
75,-6.880968341904993,-15.933846573994831
76,-7.3372393480302,-16.038173800312123
77,-7.550996428755443,-16.42636953993921
78,-6.898290939277002,-16.953618216555547
79,-6.339015658781923,-16.30771539956836
80,-6.5853416626931685,-17.102718056595943
81,-6.963837686806095,-17.87274887132474
82,-6.6023650607237405,-17.230865775242755
83,-6.152494206375109,-17.877316899582716
84,-6.181390606249771,-18.46738596031776
85,-5.5645139440623534,-17.71371985621764
86,-5.103220786735756,-18.70872672676451
87,-5.646051739613608,-19.142875398598637
88,-6.502206344223594,-19.14482940845867
89,-6.641648280309011,-18.335084086080542
90,-6.137879300569686,-18.359252880241524
91,-5.474429197704102,-18.54206445547998
92,-4.507768155610927,-18.797533720447714
93,-3.91283972291662,-17.956901689882148
94,-3.5270167430026307,-17.53800561083969
95,-2.7671354477820755,-17.198030889433152
96,-2.427132097009808,-16.88258042575439
97,-2.709311046450955,-17.46032976964645
98,-3.242831515693772,-18.290925558602225
99,-3.066988421932635,-17.33616792457554
100,-3.4444270308529292,-16.68981320519607
