,a,b
0,-30.49552505281589,-36.4244495951268
1,-30.021364110614297,-35.525190203293334
2,-29.4783785509241,-35.54034867270165
3,-29.020556125283456,-35.383059485772975
4,-29.230141169143923,-35.01665204035783
5,-28.62561736027047,-35.41067542603048
6,-28.73059976397846,-36.28600676858944
7,-28.239462759084418,-35.37429673293675
8,-27.7020112404059,-34.500368875789654
9,-27.742864550355872,-34.997501120013716
10,-28.653296899091078,-35.182141742178665
11,-28.43628326344378,-35.477973551765814
12,-27.743733916406978,-34.63295999477063
13,-28.72159171186151,-35.61947963160939
14,-29.67929823894146,-36.27715795670855
15,-30.218363669257617,-36.65918810795657
16,-30.525520839295805,-37.54396816022558
17,-30.065710893439,-38.01735759437453
18,-29.449323817921464,-37.38390564858364
19,-28.772840572425253,-37.257653929089294
20,-28.203712447806367,-37.36870230317958
21,-27.292621617120883,-36.84725890912516
22,-26.56717554944967,-37.46439740403124
23,-27.188083763376206,-37.41069778442052
24,-26.897902333975168,-38.08689272485541
25,-26.052919655164935,-38.85657808490765
26,-25.964014500157752,-38.46469900635771
27,-26.203712102207653,-39.19649995009872
28,-25.403339430865753,-39.30846514184881
29,-25.358295317908784,-39.93772584794515
30,-25.416178028941772,-39.147724791837476
31,-26.296428457259786,-39.215866727344455
32,-25.444837997427964,-39.08772775375344
33,-26.071019419541162,-38.77703892584878
34,-25.580012807778008,-38.324137831216646
35,-25.240442384743588,-38.5477653812176
36,-25.442737019873977,-37.92941225216621
37,-25.962479407981714,-38.79305405291078
38,-25.13455868331198,-39.36525610840426
39,-24.51935874674545,-38.48015024352792
40,-23.873333547068725,-38.0686984199741
41,-22.920165412735145,-38.56985499400067
42,-22.666986155632063,-37.83192518316068
43,-22.599998690939547,-37.52151044767117
44,-23.513032619503925,-36.89027373656626
45,-22.5931304408966,-37.17080401629982
46,-22.366361227519636,-36.88238275405025
47,-21.96438097051355,-37.82329025420918
48,-21.686834419343235,-38.543784753134005
49,-22.13277319540874,-39.387270671176715
50,-22.663226937913308,-40.26698213671848
51,-22.251403299915815,-41.134555698685936
52,-22.39208259938631,-41.08551549945882
53,-22.36865983704957,-42.05977114021754
54,-22.168967445442618,-41.338515444429696
55,-22.681520179561822,-41.122830759601094
56,-22.8474572371012,-40.400710403236346
57,-22.606593191336145,-41.32635867476262
58,-22.155676433925148,-40.34164844266987
59,-22.78040917852395,-40.19133677305371
60,-22.08020409330966,-39.682213234617194
61,-22.723234181976807,-39.699925116756646
62,-22.340283502066043,-39.19631235246954
63,-22.927352338288465,-38.381736222190185
64,-23.81002346904518,-37.599605992026824
65,-23.949495859399118,-37.14872784569785
66,-24.6570823746336,-37.30668736648958
67,-25.200550587951575,-36.34894416553602
68,-24.799111604406775,-36.2050022576553
69,-24.07250418544502,-35.446746192678695
70,-23.1084234430479,-36.432988117233485
71,-22.580812392708353,-36.36474984884363
72,-23.38436145599245,-35.8010221124326
73,-23.533098066025715,-35.91430247958671
74,-23.804062031946938,-36.14961643038849
75,-24.176844849234183,-36.890637764837415
76,-24.63311585535939,-36.9949649911547
77,-24.846872936084633,-37.38316073078179
78,-24.19416744660619,-37.91040940739813
79,-23.63489216611111,-37.26450659041094
80,-23.881218170022358,-38.05950924743853
81,-24.259714194135285,-38.829540062167325
82,-23.898241568052928,-38.18765696608534
83,-23.448370713704296,-38.8341080904253
84,-23.477267113578957,-39.42417715116035
85,-22.860390451391538,-38.67051104706023
86,-22.39909729406494,-39.665517917607104
87,-22.94192824694279,-40.09966658944123
88,-23.798082851552778,-40.10162059930126
89,-23.937524787638193,-39.291875276923136
90,-23.43375580789887,-39.316044071084114
91,-22.770305705033284,-39.49885564632257
92,-21.80364466294011,-39.754324911290304
93,-21.208716230245802,-38.91369288072474
94,-20.822893250331813,-38.494796801682284
95,-20.063011955111257,-38.15482208027575
96,-19.72300860433899,-37.839371616596985
97,-20.005187553780136,-38.417120960489044
98,-20.538708023022952,-39.24771674944482
99,-20.362864929261814,-38.292959115418135
100,-20.740303538182108,-37.64660439603866
101,-19.91312977106064,-38.14707208242439
102,-20.09094300210389,-37.78554015523184
103,-19.178228668965264,-38.286830087604
104,-19.195614661768932,-37.90911810189408
105,-18.64011078425225,-37.525353280216336
106,-17.790964397605375,-36.572665427127866
107,-18.519640285685046,-35.93493846590992
108,-18.747256671301994,-36.92869590962855
109,-18.149814136828013,-36.184514382415635
110,-18.577498336698792,-36.03801574853224
111,-18.98514067611496,-35.09100323707097
112,-18.08469573458038,-34.608663387487375
113,-18.80774099830841,-35.19380105572293
114,-19.48768760418333,-35.04637647452981
115,-19.935243768167343,-34.09479860325782
