,a,b
0,20.144553534631953,-39.897898463860365
1,1.202020439090731,-4.304888017003549
2,20.29545375446595,30.139868802237736
3,45.06776108627433,69.19210081481611
4,32.77660328152574,98.93467419246295
5,21.669202289077006,128.73545409419802
6,-3.5270103790183533,137.35244349589954
7,-43.6849951715976,144.27658081647706
8,-26.519402242702338,152.4824196095553
9,-51.30512687707727,157.6894303533903
10,-16.755257770888313,194.77258811345658
11,-36.99102501134448,165.10379417691826
12,-71.62991137525447,141.81992746050685
13,-37.40511609557178,181.92214041069556
14,-20.70182641426503,211.78471602911796
15,15.478373712669537,181.94511797841545
16,18.150270482056317,169.24605152617804
17,56.94935963907258,152.44815100820514
18,25.26442209827806,130.07737795825705
19,51.45730002130715,117.91074319793519
20,14.625053277971737,132.337785618498
21,7.354542778764514,91.94277450266344
22,-18.763509995359872,60.05123093967334
23,-8.613391050719507,21.129948987239835
24,-30.033013193362287,2.1864283398455697
25,-58.160448182256346,19.76133592505644
26,-32.10870441413224,-2.5242225911363647
27,-62.009968174684474,28.200675131703715
28,-70.02448278946278,23.58623079364337
29,-30.94466912750063,57.876457636179374
30,-71.1707237263031,26.757073730066146
31,-32.16094342938717,-7.320982474053871
32,-10.570470043218616,-46.478901244143444
33,-34.94699639652865,-78.43220049986972
34,-48.222401454262595,-87.12044609984434
35,-65.61911126783967,-95.67081390837077
36,-79.81473082003839,-58.419934320251386
37,-58.552121386995736,-78.85962183455861
38,-93.51689316394996,-106.91054839627456
39,-134.453500138343,-98.23823053433239
40,-146.1104411515472,-88.72466498833388
41,-126.0700551594372,-85.33705122060132
42,-123.32331577839379,-120.83383216669085
43,-153.1592514713899,-99.49266561506478
44,-164.74308424104157,-61.668540688644285
45,-185.92061774601743,-31.56993073779962
46,-173.5386374478142,-26.592959717779692
47,-167.09465787614926,-36.46290603634668
48,-166.62209246661814,-5.5593932918742155
49,-150.7051549815544,13.514120616972043
50,-149.3406340849027,0.8307495700135981
51,-168.50883317477852,30.474468182909774
52,-197.25338836357153,56.197874548177126
53,-169.77361372201284,69.64531969457526
54,-130.6156870510678,98.17170990345008
55,-96.16875134842101,129.45275623101196
56,-76.84790808052212,100.10881270483318
57,-101.44062680322031,124.54380259198042
58,-93.56604848084311,117.05341958457007
59,-118.73022925043716,94.489781498133
60,-102.27943063784714,92.45800251037376
61,-81.50557580599187,77.18172468649985
62,-113.44324712367846,75.92112072789983
63,-119.19407806927241,91.48177879962833
64,-99.85614876700555,79.20050204294047
65,-74.08520823307715,52.525298514071444
66,-69.70033115401378,12.033698890897092
67,-44.71133105956103,14.577044950080733
68,-85.4339238800993,47.64550897157072
69,-82.80723656953934,23.661367275715783
70,-73.7748356922684,3.979744981800483
71,-35.60568940021119,-10.304044543081478
72,-27.88013531404989,-5.588259271886913
73,-19.294905724873257,-37.72401903923331
74,-4.578048923100694,-46.16572869357019
75,22.315621053146675,-72.48043216184902
76,19.400786390728214,-81.88652721100962
77,47.91325236091677,-98.08907599054366
78,34.96569388561027,-100.86716667797536
79,53.60252606220102,-81.42039439620075
80,43.206668066563616,-84.95052989053838
81,4.2543210834556575,-76.46037566873831
82,14.64183442833388,-55.73403346119642
83,31.170027232615677,-34.529235336766035
84,43.9348601681473,-9.258166090647439
85,70.51569711454208,-6.949917044854152
86,54.67980133855499,-23.516622830983707
87,13.889421088362752,-1.318766390398629
88,-9.346385696991915,-4.52085760517943
89,-32.60681823649736,1.5199972998427072
90,-58.19556516931014,-0.5703671145537852
91,-73.15994448434455,-10.334424316291589
92,-104.03327002816664,9.102772294779342
93,-85.39634903755675,13.341950795750549
94,-52.53485984763733,-22.915582967986044
95,-16.55088540414841,-58.10818617353146
96,-38.42151608615699,-78.49227540113549
97,-74.25427072168088,-101.0029375440617
98,-108.51529179533287,-98.5277043894899
99,-95.17875201398547,-138.1518078847783
100,-82.05163483496987,-117.94730456530759
101,-113.96615149393536,-107.86803958804776
102,-131.92609918844946,-82.65672454946227
103,-115.37151383046258,-58.62094625314734
104,-108.10235752120188,-54.43711424866494
105,-96.01837632091258,-39.315551189006754
106,-120.24027727026927,-54.554213616117515
107,-137.11708259085478,-16.018933894645073
108,-123.44708249263842,11.956744877587967
109,-120.79334203323064,25.461007658360632
110,-156.34375585479324,62.45894691140333
111,-142.88592986065683,75.97265132031254
112,-181.92792777343948,106.02569072773052
113,-170.31602851671957,117.60054077607134
114,-195.18076307587523,91.44345857799382
115,-203.39316272833958,111.16637516042314
116,-206.44767828129608,142.10707285089
117,-204.41852574844594,166.32372613314422
118,-236.49208068493385,183.98486254407362
119,-225.07290995177217,205.88323085860284
120,-191.6712949282657,174.56730408567392
121,-153.57607710207375,214.53167457271542
122,-160.97710806642027,227.89927457327565
123,-158.5628410910799,196.142457225363
124,-170.34791360720044,175.57058323310912
125,-209.10419636435245,200.05843712779543
126,-173.68087225203766,178.84071438970497
127,-164.18547176595118,169.3543582268141
128,-167.2929788239935,187.31085795086258
129,-183.47781112396325,188.33189020303632
130,-220.42091958880235,146.87065362709595
131,-261.3004183208261,143.85238273063177
132,-243.6875264412082,112.70592104235205
133,-246.00171043934427,135.4644628629009
134,-223.28772039922683,129.1327276140571
135,-213.80450480460308,148.039644108654
136,-230.97683519965364,150.8343216690997
137,-202.24171585306715,173.80600562411675
138,-175.86388175364348,164.18202934623739
139,-216.08342681099407,127.41824180158468
140,-247.62769615775022,135.46666416430432
141,-209.70635111948457,94.53534125643824
142,-216.63454703012644,57.31144993425878
143,-177.3430912594675,37.14864412096911
144,-147.95446599586643,2.5009978125561645
