,a,b
0,-8.203298323309255,39.64740490765894
1,-7.956036737308652,40.18133175869366
2,-8.392882724243362,39.89221758006444
3,-8.724014879249394,39.53236009951851
4,-8.835861326888532,40.448862718499896
5,-8.400725647911795,40.422076059196925
6,-9.18122951035286,40.7392561570754
7,-9.789931885116145,40.72817243418071
8,-9.891729236854058,41.28867597505392
9,-10.198012976108721,41.96416872582642
10,-10.459270551238994,42.557804426239755
11,-11.337628608518761,43.31926076824204
12,-10.50602171166735,43.9994777422168
13,-9.907189566739792,43.8374148126696
14,-9.294859308640095,43.437288869178325
15,-8.526915156069954,43.33835093747414
16,-7.758667212925021,42.93322974535934
17,-6.925115767623598,42.82933891809419
18,-7.797526283665015,41.92764911867946
19,-7.546065261363769,41.62351796089477
20,-6.67813283094703,40.97550496018107
21,-6.653685700029338,41.654553130360505
22,-5.816349579635983,41.879508898174194
23,-5.8186798154238994,40.92688223846333
24,-5.999143763463862,40.22123312153252
25,-5.533645961322276,41.01380357607815
26,-5.744753682322421,41.76686809838359
27,-5.710564346243356,41.59943515558615
28,-5.848865101278335,41.35528303502524
29,-6.105372856916443,41.56025688882889
30,-5.388610789607052,40.70349788196649
31,-5.039385456745783,41.47560110532302
32,-4.462222932445192,42.21189217655838
33,-4.598248279461671,42.446837754831584
34,-5.344584546005628,42.12475124307727
35,-4.381139132720623,42.59195020319541
36,-5.370152859669271,42.81625299658451
37,-5.782238032560649,41.92971871244246
38,-5.470936735265517,41.35828656915828
39,-6.150678200487867,41.50245979955963
40,-6.303695297128825,42.084342394960046
41,-5.9702490712962994,41.89302150276179
42,-5.644651286760608,42.47814586579214
43,-5.731702938365376,41.8260419226797
44,-5.85624313014656,41.35734192167012
45,-5.200146097284038,40.41307346691701
46,-5.964502880495787,40.3727016962774
47,-5.6428738041626705,41.14718174524781
48,-5.181661397411412,41.01973493880653
49,-4.886144731410637,41.65218923202895
50,-5.521704449139259,42.5276925223706
51,-5.2367787220080695,41.58093188282416
52,-5.930010284031794,42.434520603276134
53,-5.111120289746763,42.45357738452009
54,-5.69351205915833,42.063274384741355
55,-4.975331742765295,43.01429277448145
56,-4.6788230438691665,43.55913058979381
57,-4.453541505388287,43.64951323498668
58,-4.843691531187165,42.65455738528135
59,-4.24325083191336,41.94805064795448
60,-4.781545031521713,42.219044560073165
61,-4.452156303829452,41.57126312812234
62,-5.112111868688779,40.59940594220579
63,-5.970579899792815,39.85627281938549
64,-6.256180163834322,40.70754619563618
65,-6.244424234230803,41.341266859568506
66,-5.556361801204068,42.134465773450124
67,-4.825871506963775,41.2552973688363
68,-5.82352107517751,42.13505806761121
69,-4.89000537601645,42.667398666991474
70,-4.507744482025513,41.92382726118747
71,-4.596254058048311,41.33075962605201
72,-3.7373153787675637,40.35892036174015
73,-3.5085621254950707,41.033711299713474
74,-3.159506096387604,40.90588294190015
75,-2.5451866341471487,40.59628737600505
76,-2.3672476814891903,40.51574220225309
77,-2.8694618884843046,40.52512692586343
78,-3.2839644944822393,41.14141199012487
79,-3.9903254030880246,41.44475286447054
80,-4.203523352650456,40.73354500919054
81,-3.5424041275220555,41.37294800367022
82,-2.902119262608056,40.48575674606787
83,-2.3343206428982186,40.15241267954576
84,-2.576336440342616,40.31663923836179
85,-2.7312110117826944,40.81373637679763
86,-3.6157592195829964,40.79422224640352
87,-4.476353613236287,40.02383942698686
88,-5.399487430713136,39.755053026551224
89,-5.553055639765123,39.60940072155246
90,-5.543060213118853,38.79213596516537
91,-5.037200942487971,38.789594258886154
92,-5.337527705854516,39.508857801328496
93,-6.1714508183035965,40.12599729519804
94,-6.801847315974907,40.456359968436956
95,-6.123118842921979,40.76188706865369
96,-5.672333372426848,40.88358300551112
97,-5.633736738146282,40.645055369321696
98,-5.562229846087699,41.40668646244972
99,-5.165196745710321,41.31243891891962
100,-4.378727748811232,40.63594351815544
101,-5.326231015399455,40.14452581919742
102,-5.906613835570834,39.34817315459957
103,-4.989518612053818,39.47813292933027
104,-5.2047922221834995,39.81389567479295
105,-5.263491854514491,39.479112432824934
106,-6.1100379898094666,38.51040570631613
107,-6.324818593512212,38.52466971471854
108,-6.077744115942027,38.63254965543253
109,-6.254089531938341,39.600322693221074
110,-7.160959046049883,39.16777572782376
111,-7.324115074036747,39.19009863428445
112,-7.001606074002182,39.93838513673171
113,-6.898278619136166,38.95735611686969
114,-7.451606170955522,38.93865374394815
115,-6.866007307860717,38.28271134108567
116,-6.839561899625099,38.80949997283546
117,-5.899637315089099,38.661118694429774
118,-4.91282983436219,39.15832591030861
119,-4.797594084716064,38.91821035870322
120,-5.1702970604449545,38.62134168985595
121,-5.0432055677937395,39.54056894631837
122,-5.793014749851019,40.21819234671013
123,-5.891585033127593,40.87756489979159
124,-6.500475594676879,40.90065476720492
125,-5.982912874930323,40.695599917578
126,-6.031453663372997,40.84224628868615
127,-6.967450415389529,41.54523630474964
128,-7.85003701932012,41.6074196295703
129,-8.172067015926443,40.98281381955242
130,-8.923519297217219,40.43667027387915
131,-8.000497503023071,40.182576503813884
132,-7.611118837853959,39.58490239352859
133,-8.31221746347702,38.68636443224733
134,-8.23283252589006,38.10790113375605
135,-7.734083195137235,37.74250418535648
136,-7.10858370707932,38.60990481881061
137,-7.691016666808276,38.787776880514016
138,-8.58219150354151,39.43536670165143
139,-8.307460271749738,40.15787509388155
140,-8.252713307241264,41.026780083622775
141,-8.677338237335569,41.85791590498266
142,-8.869892003349499,41.73051377663892
143,-8.696773493559729,41.78663241479378
144,-8.339272333311829,41.552783423539566
145,-8.728194418934319,41.11364818934244
146,-8.672218879337038,41.37800835743024
147,-8.313838539230867,40.898907875829416
148,-9.247151862962667,41.10574380687599
149,-9.726115748106631,40.161096807003915
150,-9.923075317272927,40.52079470667763
151,-9.11403252179173,40.21998815315935
152,-9.270570784682144,40.411778648358485
153,-9.778933333708508,41.01331552549901
154,-10.243778741617643,41.53486624130503
155,-11.187911523981619,42.44288703578402
156,-11.351850858390339,41.93134690532747
157,-11.970888510385688,42.02409965966311
158,-11.84121489484526,41.51242804220466
159,-12.672621412618328,41.4720651088881
160,-13.025669214452622,40.90717367629539
161,-12.929085804348198,41.15621685642396
162,-13.547612479753194,40.244268675931586
163,-13.615134794619607,39.818547029371395
164,-14.506189321481228,40.74679640048302
165,-15.19977508368127,40.448054681918435
166,-15.006144244215104,40.781620248485495
167,-14.33781854797627,41.080918478557
168,-13.992478266226042,41.13484944782699
169,-14.01628119048127,41.42456588434716
170,-13.133640515598152,42.18706358575898
171,-13.35753752911738,42.31829785295892
172,-12.542399207239926,41.995413472478916
173,-12.1856190454829,41.75921040349333
174,-12.671273663547197,41.94431482745439
175,-11.96438224678816,42.51791930646488
176,-11.50829768727908,42.38709300810075
177,-11.20641912516479,43.23624982983256
178,-11.707025913206772,43.712745463357905
179,-11.383420394168587,43.74596773847948
180,-11.852040879739901,42.922993167168265
181,-10.860094896795779,42.926139430907206
182,-10.771113819166473,43.17903352624179
183,-10.840469492359574,43.26543363156864
184,-11.007018542759635,43.086135837095064
185,-11.71992286341052,44.03045744964706
186,-11.099803572049872,43.61185433463583
187,-11.873192153338675,42.69714693270747
188,-11.228504087487552,42.858491015930795
189,-10.491606063687561,43.2216787984126
190,-9.832669505306026,42.52481847211143
191,-9.120738134111138,43.0321200318295
192,-9.064025002361182,42.0509244988156
193,-9.205020716562204,42.902317683556674
194,-9.748816840719408,42.344109761802585
195,-10.179780159489063,42.830464134993235
196,-9.337695342276895,43.61945801325617
197,-9.415799982056829,44.55533343413448
198,-10.273611975786952,45.39635072506849
199,-11.14165943605473,45.80547735038269
200,-10.715802146177912,45.1910187493818
201,-10.578231487708575,45.65745807403535
202,-10.595805624116554,45.63580458793151
203,-9.775710684137293,44.643233776016494
204,-9.12951093952775,44.5852377859146
205,-9.304953812429359,44.51397772322904
206,-10.050058525758864,45.492161861377525
207,-9.45156729991028,45.52827019655825
208,-8.881285317811752,46.35472143228554
209,-9.70897421545312,46.306544757204264
210,-9.86398445629543,46.65261840755441
211,-10.653883145818424,47.48803556116573
212,-10.544553665809609,47.02802882081886
213,-11.270191957921494,47.07231094829894
214,-10.555818562241019,46.64083923466018
215,-10.296863681296115,46.04533963938198
216,-10.279459062030265,46.93228263214713
217,-9.923316314913002,47.37427913660219
218,-10.875031536684746,47.57391466914543
219,-11.736826295233008,48.33867107271992
220,-11.729843240915537,49.16120686063144
221,-11.916375745991846,48.31847196781786
222,-11.413446851122046,47.923745398452496
223,-11.844220564414895,48.7784570147038
224,-10.919250765844819,47.8686168128062
225,-11.46006260632516,48.78576238260864
226,-10.72769002669011,49.60344744462139
227,-10.347283497969952,48.66207245617721
228,-10.747323022274683,48.93282081194401
229,-10.334995100888134,48.784175693106484
230,-10.780662651224825,49.04897719660695
231,-10.890535072411742,49.312940951733815
232,-11.363548728279476,50.039202607406985
233,-11.176756193635942,49.763380531418036
234,-11.029041555570746,48.841782395986485
235,-10.04050777094087,48.145989967950634
236,-10.752344623482596,48.07283732498183
237,-10.17718849848803,48.487545691959276
238,-10.884751750702396,48.337895876438886
239,-10.759700656802151,49.021582229952095
240,-11.097669102563055,49.061506699181216
241,-10.470089484441614,49.53610361915014
242,-9.607092632565948,49.01691809645671
243,-9.112189884547515,49.803846920272335
244,-8.28151357524682,50.76625125221369
245,-9.084579464038843,49.867576293547096
246,-9.950821854732935,49.73535582572742
247,-10.741199518873106,49.75356276930023
248,-10.768736679132667,50.67540826878792
249,-11.131093148929818,50.884705980340115
250,-11.580840369821226,51.77340610642396
251,-12.207371427392527,50.7779016004865
252,-11.538220112906657,50.76636315832769
253,-10.54600607343953,50.345709147416486
254,-10.337173653209843,50.02386296013661
255,-10.933248029306576,49.0538314064175
256,-10.86219099620166,49.37146998847397
257,-11.280549013657815,48.820491714888156
258,-12.204813776182478,48.20404194650284
259,-11.771406696180248,47.940580954772834
